source	target	weight
ACPP	SLCO1B1	1
ACPP	SLCO4A1	1
ACPP	SULT1C3	1
ACPP	SULT1E1	1
ACPP	SULT2B1	1
ACPP	TFIP11	1
ACPP	TIAM1	1
ACPP	UBC	1
ACPT	AKR1A1	1
ACPT	CES1	1
ACPT	CES2	1
ACPT	CES4A	1
ACR	ATF2	1
ACRBP	ATL2	1
ACRC	RANBP3	1
ACR	DENND4A	1
ACR	E2F4	1
ACR	ESR1	1
ACR	FOXA1	1
ACR	HEATR6	1
ACR	JUN	1
ACR	POLR2A	1
ACR	RBL2	1
ACR	RELA	1
ACR	SP1	1
ACR	TAF1	1
ACR	TP53	1
ACR	TP53BP1	1
ACSBG1	ABHD5	1
ACSBG1	ACOX1	1
ACSBG1	ACOX2	1
ACSBG1	AGPAT1	1
ACSBG1	AGPAT2	1
ACSBG1	AGPAT3	1
ACSBG1	AGPAT4	1
ACSBG1	AGPAT5	1
ACSBG1	AHSA1	1
ACSBG1	APP	1
ACSBG1	ATAD2	1
ACSBG1	CFLAR	1
ACSBG1	CPT1A	1
ACSBG1	CPT2	1
ACSBG1	CROT	1
ACSBG1	DHX9	1
ACSBG1	DNHD1	1
ACSBG1	EEF1G	1
ACSBG1	EIF5A	1
ACSBG1	ELOVL1	1
ACSBG1	ELOVL6	1
ACSBG1	EWSR1	1
ACSBG1	FADS2	1
ACSBG1	FAR1	1
ACSBG1	FAR2	1
ACSBG1	GNPAT	1
ACSBG1	GPAM	1
ACSBG1	GSK3B	1
ACSBG1	H2AFV	1
ACSBG1	H2AFY	1
ACSBG1	HIST1H4B	1
ACSBG1	HIST1H4C	1
ACSBG1	HIST1H4D	1
ACSBG1	HIST1H4E	1
ACSBG1	HIST1H4H	1
ACSBG1	HIST4H4	1
ACSBG1	HNRNPA3	1
ACSBG1	HNRNPH1	1
ACSBG1	HNRNPU	1
ACSBG1	LCLAT1	1
ACSBG1	LPCAT3	1
ACSBG1	LPCAT4	1
ACSBG1	LRPPRC	1
ACSBG1	MBOAT1	1
ACSBG1	MBOAT2	1
ACSBG1	MBOAT7	1
ACSBG1	MECR	1
ACSBG1	NAP1L1	1
ACSBG1	NLGN1	1
ACSBG1	NOLC1	1
ACSBG1	NPM1	1
ACSBG1	NUP205	1
ACSBG1	PECR	1
ACSBG1	PRKDC	1
ACSBG1	PWP2	1
ACSBG1	RAB1A	1
ACSBG1	RALY	1
ACSBG1	RPS27A	1
ACSBG1	SF3B3	1
ACSBG1	SLC25A5	1
ACSBG1	SPTLC1	1
ACSBG1	SPTLC2	1
ACSBG1	SPTLC3	1
ACSBG1	SPTSSA	1
ACSBG1	TMF1	1
ACSBG2	ABCD1	1
ACSBG2	ABHD5	1
ACSBG2	ACOX1	1
ACSBG2	ACOX2	1
ACSBG2	AGPAT1	1
ACSBG2	AGPAT2	1
ACSBG2	AGPAT3	1
ACSBG2	AGPAT4	1
ACSBG2	AGPAT5	1
ACSBG2	COPS5	1
ACSBG2	CPT1A	1
ACSBG2	CPT2	1
ACSBG2	CROT	1
ACSBG2	ELOVL1	1
ACSBG2	ELOVL6	1
ACSBG2	FADS2	1
ACSBG2	FAR1	1
ACSBG2	FAR2	1
ACSBG2	GNPAT	1
ACSBG2	GPAM	1
ACSBG2	LCLAT1	1
ACSBG2	LPCAT3	1
ACSBG2	LPCAT4	1
ACSBG2	MBOAT1	1
ACSBG2	MBOAT2	1
ACSBG2	MBOAT7	1
ACSBG2	MECR	1
ACSBG2	PECR	1
ACSBG2	SPTLC1	1
ACSBG2	SPTLC2	1
ACSBG2	SPTLC3	1
ACSBG2	SPTSSA	1
ACSF2	AGTRAP	1
ACSF2	ARL6IP1	1
ACSF2	ARMT1	1
ACSF2	CEP95	1
ACSF2	CHEBI:61907	1
ACSF2	CMTM5	1
ACSF2	CREB3	1
ACSF2	SIRT4	1
ACSF3	AUP1	1
ACSF3	CHEBI:61910	1
ACSF3	FBXL18	1
ACSF3	GLP1R	1
ACSF3	HAUS2	1
ACSF3	KCTD14	1
ACSF3	MOV10	1
ACSF3	SIRT4	1
ACSL1	AACS	1
ACSL1	ABCD1	1
ACSL1	ABCD2	1
ACSL1	ABHD5	1
ACSL1	ACAA1	1
ACSL1	ACAA2	1
ACSL1	ACADL	1
ACSL1	ACADM	1
ACSL1	ACADS	1
ACSL1	ACADSB	1
ACSL1	ACADVL	1
ACSL1	ACAT1	1
ACSL1	ACAT2	1
ACSL1	ACLY	1
ACSL1	ACOT12	1
ACSL1	ACOT2	1
ACSL1	ACOT4	1
ACSL1	ACOT6	1
ACSL1	ACOT7	1
ACSL1	ACOT8	1
ACSL1	ACOX1	1
ACSL1	ACOX2	1
ACSL1	ACOX3	1
ACSL1	ACP2	1
ACSL1	ACP5	1
ACSL1	ACP6	1
ACSL1	ACPP	1
ACSL1	ACSBG2	1
ACSL1	ACSL3	1
ACSL1	ACSL4	1
ACSL1	ACSL5	1
ACSL1	ACSM1	1
ACSL1	ACSS1	1
ACSL1	ACSS2	1
ACSL1	ADH1A	1
ACSL1	ADH1B	1
ACSL1	ADH1C	1
ACSL1	ADH4	1
ACSL1	ADH5	1
ACSL1	ADH6	1
ACSL1	ADH7	1
ACSL1	AGPAT1	1
ACSL1	AGPAT2	1
ACSL1	AGPAT3	1
ACSL1	AGPAT4	1
ACSL1	AGPAT5	1
ACSL1	ALDH1A3	1
ACSL1	ALDH1B1	1
ACSL1	ALDH2	1
ACSL1	ALDH3A1	1
ACSL1	ALDH3A2	1
ACSL1	ALDH3B1	1
ACSL1	ALDH3B2	1
ACSL1	ALDH6A1	1
ACSL1	ALDH7A1	1
ACSL1	ALDOB	1
ACSL1	ALDOC	1
ACSL1	ALOX12	1
ACSL1	ALOX12B	1
ACSL1	ALOX15	1
ACSL1	ALOX15B	1
ACSL1	ALOX5	1
ACSL1	ALPI	1
ACSL1	ALPL	1
ACSL1	ALPP	1
ACSL1	ALPPL2	1
ACSL1	AMACR	1
ACSL1	AOX1	1
ACSL1	ATP4A	1
ACSL1	AWAT1	1
ACSL1	AWAT2	1
ACSL1	BAAT	1
ACSL1	BCKDHA	1
ACSL1	BCKDHB	1
ACSL1	C21orf2	1
ACSL1	CERS1	1
ACSL1	CHAT	1
ACSL1	CHEBI:15525	1
ACSL1	CHEBI:15527	1
ACSL1	CHEBI:15530	1
ACSL1	CHEBI:15534	1
ACSL1	CHEBI:15538	1
ACSL1	CHEBI:15541	1
ACSL1	CHEBI:16761	1
ACSL1	CHEBI:18361	1
ACSL1	CHEBI:27979	1
ACSL1	CHEBI:28364	1
ACSL1	CHEBI:28542	1
ACSL1	CHEBI:30245	1
ACSL1	CHEBI:30825	1
ACSL1	CHEBI:30828	1
ACSL1	CHEBI:31013	1
ACSL1	CHEBI:31014	1
ACSL1	CHEBI:32360	1
ACSL1	CHEBI:32366	1
ACSL1	CHEBI:32372	1
ACSL1	CHEBI:32387	1
ACSL1	CHEBI:32389	1
ACSL1	CHEBI:32391	1
ACSL1	CHEBI:32392	1
ACSL1	CHEBI:32395	1
ACSL1	CHEBI:33184	1
ACSL1	CHEBI:36005	1
ACSL1	CHEBI:36033	1
ACSL1	CHEBI:42504	1
ACSL1	CHEBI:50570	1
ACSL1	CHEBI:51985	1
ACSL1	CHEBI:52966	1
ACSL1	CHEBI:52974	1
ACSL1	CHEBI:53152	1
ACSL1	CHEBI:53486	1
ACSL1	CHEBI:53487	1
ACSL1	CHEBI:53488	1
ACSL1	CHEBI:57287	1
ACSL1	CHEBI:57363	1
ACSL1	CHEBI:57368	1
ACSL1	CHEBI:57379	1
ACSL1	CHEBI:57383	1
ACSL1	CHEBI:57387	1
ACSL1	CHEBI:57394	1
ACSL1	CHEBI:58280	1
ACSL1	CHEBI:61540	1
ACSL1	CHEBI:61548	1
ACSL1	CHEBI:63540	1
ACSL1	CHEBI:63541	1
ACSL1	CHEBI:63545	1
ACSL1	CHEBI:63546	1
ACSL1	CHEBI:63548	1
ACSL1	CHEBI:64868	1
ACSL1	CHEBI:65132	1
ACSL1	CHEBI:65136	1
ACSL1	CHEBI:71626	1
ACSL1	CHEBI:74142	1
ACSL1	CHEBI:74397	1
ACSL1	CHEBI:75108	1
ACSL1	CHEBI:75354	1
ACSL1	CHEBI:76450	1
ACSL1	CHEBI:77227	1
ACSL1	CHEBI:77360	1
ACSL1	CHEBI:77366	1
ACSL1	CHEBI:77526	1
ACSL1	CHEBI:80359	1
ACSL1	CPT1A	1
ACSL1	CPT1B	1
ACSL1	CPT1C	1
ACSL1	CPT2	1
ACSL1	CRAT	1
ACSL1	CROT	1
ACSL1	CYP1A2	1
ACSL1	CYP1B1	1
ACSL1	CYP2A13	1
ACSL1	CYP2A6	1
ACSL1	CYP2B6	1
ACSL1	CYP2C18	1
ACSL1	CYP2C9	1
ACSL1	CYP2D6	1
ACSL1	CYP2E1	1
ACSL1	CYP2F1	1
ACSL1	CYP2J2	1
ACSL1	CYP2S1	1
ACSL1	CYP3A4	1
ACSL1	CYP3A43	1
ACSL1	CYP3A7	1
ACSL1	CYP4B1	1
ACSL1	CYP4F11	1
ACSL1	CYP4F12	1
ACSL1	CYP4F2	1
ACSL1	CYP4F22	1
ACSL1	CYP4F3	1
ACSL1	CYP4F8	1
ACSL1	CYP4X1	1
ACSL1	CYP4Z1	1
ACSL1	DBT	1
ACSL1	DHRS4	1
ACSL1	DLD	1
ACSL1	DLST	1
ACSL1	ECHS1	1
ACSL1	ECT2	1
ACSL1	EHHADH	1
ACSL1	ELOVL1	1
ACSL1	ELOVL3	1
ACSL1	ELOVL4	1
ACSL1	ELOVL6	1
ACSL1	ELOVL7	1
ACSL1	ENPP1	1
ACSL1	ENTPD1	1
ACSL1	ENTPD3	1
ACSL1	ENTPD8	1
ACSL1	FADS1	1
ACSL1	FADS2	1
ACSL1	FAR1	1
ACSL1	FAR2	1
ACSL1	FASN	1
ACSL1	G6PD	1
ACSL1	GCAT	1
ACSL1	GLYAT	1
ACSL1	GLYCTK	1
ACSL1	GMPS	1
ACSL1	GNPAT	1
ACSL1	GPAM	1
ACSL1	GPAT2	1
ACSL1	GPAT3	1
ACSL1	GPAT4	1
ACSL1	GPD2	1
ACSL1	GPI	1
ACSL1	HADH	1
ACSL1	HADHB	1
ACSL1	HSD17B4	1
ACSL1	IDH1	1
ACSL1	IDH2	1
ACSL1	ISYNA1	1
ACSL1	ITPA	1
ACSL1	LCLAT1	1
ACSL1	LEFTY1	1
ACSL1	LPCAT3	1
ACSL1	LPCAT4	1
ACSL1	MARK1	1
ACSL1	MBOAT1	1
ACSL1	MBOAT2	1
ACSL1	MBOAT7	1
ACSL1	MCAT	1
ACSL1	MCCC1	1
ACSL1	MCCC2	1
ACSL1	MECR	1
ACSL1	MYO5B	1
ACSL1	NAGS	1
ACSL1	NME1	1
ACSL1	NME1-NME2	1
ACSL1	NME2	1
ACSL1	NME3	1
ACSL1	NME4	1
ACSL1	NME5	1
ACSL1	NME6	1
ACSL1	NME7	1
ACSL1	NR3C2	1
ACSL1	NTRK1	1
ACSL1	NUDT12	1
ACSL1	OGDH	1
ACSL1	OLAH	1
ACSL1	PANK1	1
ACSL1	PANK2	1
ACSL1	PANK3	1
ACSL1	PANK4	1
ACSL1	PARK2	1
ACSL1	PDHA1	1
ACSL1	PDHA2	1
ACSL1	PDHB	1
ACSL1	PDHX	1
ACSL1	PECR	1
ACSL1	PFKL	1
ACSL1	PFKM	1
ACSL1	PFKP	1
ACSL1	PGM1	1
ACSL1	PGM2	1
ACSL1	PIGW	1
ACSL1	PKLR	1
ACSL1	PKM	1
ACSL1	PPARD	1
ACSL1	PPCDC	1
ACSL1	PTGS1	1
ACSL1	PTGS2	1
ACSL1	PUF60	1
ACSL1	PYCR1	1
ACSL1	PYCR2	1
ACSL1	PYCRL	1
ACSL1	RPL14	1
ACSL1	RRM1	1
ACSL1	RRM2	1
ACSL1	RRM2B	1
ACSL1	RXRA	1
ACSL1	SCD	1
ACSL1	SCD5	1
ACSL1	SCP2	1
ACSL1	SLC25A16	1
ACSL1	SLC27A2	1
ACSL1	SLC27A3	1
ACSL1	SLC27A4	1
ACSL1	SLC27A5	1
ACSL1	SLC27A6	1
ACSL1	SPR	1
ACSL1	SPTLC1	1
ACSL1	SPTLC2	1
ACSL1	SPTLC3	1
ACSL1	SPTSSA	1
ACSL1	SUCLA2	1
ACSL1	SUCLG1	1
ACSL1	SUCLG2	1
ACSL1	TUBA8	1
ACSL1	ZDHHC2	1
ACSL1	ZDHHC21	1
ACSL1	ZDHHC8	1
ACSL3	AACS	1
ACSL3	ABCD1	1
ACSL3	ABHD5	1
ACSL3	ACAA1	1
ACSL3	ACAA2	1
ACSL3	ACADL	1
ACSL3	ACADM	1
ACSL3	ACADS	1
ACSL3	ACADSB	1
ACSL3	ACADVL	1
ACSL3	ACAT1	1
ACSL3	ACAT2	1
ACSL3	ACLY	1
ACSL3	ACOT12	1
ACSL3	ACOT2	1
ACSL3	ACOT4	1
ACSL3	ACOT6	1
ACSL3	ACOT7	1
ACSL3	ACOT8	1
ACSL3	ACOX1	1
ACSL3	ACOX2	1
ACSL3	ACOX3	1
ACSL3	ACP2	1
ACSL3	ACP5	1
ACSL3	ACP6	1
ACSL3	ACPP	1
ACSL3	ACSBG2	1
ACSL3	ACSL1	1
ACSL3	ACSL4	1
ACSL3	ACSL5	1
ACSL3	ACSM1	1
ACSL3	ACSS1	1
ACSL3	ACSS2	1
ACSL3	ADH1A	1
ACSL3	ADH1B	1
ACSL3	ADH1C	1
ACSL3	ADH4	1
ACSL3	ADH5	1
ACSL3	ADH6	1
ACSL3	ADH7	1
ACSL3	AGPAT1	1
ACSL3	AGPAT2	1
ACSL3	AGPAT3	1
ACSL3	AGPAT4	1
ACSL3	AGPAT5	1
ACSL3	AKT1	1
ACSL3	ALDH1A3	1
ACSL3	ALDH1B1	1
ACSL3	ALDH2	1
ACSL3	ALDH3A1	1
ACSL3	ALDH3A2	1
ACSL3	ALDH3B1	1
ACSL3	ALDH3B2	1
ACSL3	ALDH6A1	1
ACSL3	ALDH7A1	1
ACSL3	ALDOB	1
ACSL3	ALDOC	1
ACSL3	ALOX12	1
ACSL3	ALOX12B	1
ACSL3	ALOX15	1
ACSL3	ALOX15B	1
ACSL3	ALOX5	1
ACSL3	ALPI	1
ACSL3	ALPL	1
ACSL3	ALPP	1
ACSL3	ALPPL2	1
ACSL3	AMACR	1
ACSL3	AOX1	1
ACSL3	APP	1
ACSL3	AWAT1	1
ACSL3	AWAT2	1
ACSL3	BAAT	1
ACSL3	BCKDHA	1
ACSL3	BCKDHB	1
ACSL3	C21orf2	1
ACSL3	CATIP	1
ACSL3	CCDC8	1
ACSL3	CERS1	1
ACSL3	CHAT	1
ACSL3	CHEBI:15514	1
ACSL3	CHEBI:15525	1
ACSL3	CHEBI:15534	1
ACSL3	CHEBI:28364	1
ACSL3	CHEBI:30245	1
ACSL3	CHEBI:32366	1
ACSL3	CHEBI:32372	1
ACSL3	CHEBI:32387	1
ACSL3	CHEBI:32395	1
ACSL3	CHEBI:33184	1
ACSL3	CHEBI:42504	1
ACSL3	CHEBI:51985	1
ACSL3	CHEBI:57287	1
ACSL3	CHEBI:57368	1
ACSL3	CHEBI:57379	1
ACSL3	CHEBI:57383	1
ACSL3	CHEBI:57385	1
ACSL3	CHEBI:57386	1
ACSL3	CHEBI:57387	1
ACSL3	CHEBI:57394	1
ACSL3	CHEBI:58280	1
ACSL3	CHEBI:61540	1
ACSL3	CHEBI:61548	1
ACSL3	CHEBI:71626	1
ACSL3	CHEBI:73862	1
ACSL3	CHEBI:74128	1
ACSL3	CHEBI:74397	1
ACSL3	CHEBI:77366	1
ACSL3	CHEBI:78357	1
ACSL3	CPT1A	1
ACSL3	CPT1B	1
ACSL3	CPT1C	1
ACSL3	CPT2	1
ACSL3	CRAT	1
ACSL3	CROT	1
ACSL3	CUL7	1
ACSL3	CYP1A2	1
ACSL3	CYP1B1	1
ACSL3	CYP2A13	1
ACSL3	CYP2A6	1
ACSL3	CYP2B6	1
ACSL3	CYP2C18	1
ACSL3	CYP2C9	1
ACSL3	CYP2D6	1
ACSL3	CYP2E1	1
ACSL3	CYP2F1	1
ACSL3	CYP2J2	1
ACSL3	CYP2S1	1
ACSL3	CYP3A4	1
ACSL3	CYP3A43	1
ACSL3	CYP3A7	1
ACSL3	CYP4B1	1
ACSL3	CYP4F11	1
ACSL3	CYP4F12	1
ACSL3	CYP4F2	1
ACSL3	CYP4F22	1
ACSL3	CYP4F3	1
ACSL3	CYP4F8	1
ACSL3	CYP4X1	1
ACSL3	CYP4Z1	1
ACSL3	DBT	1
ACSL3	DHRS4	1
ACSL3	DLD	1
ACSL3	DLST	1
ACSL3	ECHS1	1
ACSL3	EGFR	1
ACSL3	EHHADH	1
ACSL3	ELOVL1	1
ACSL3	ELOVL2	1
ACSL3	ELOVL3	1
ACSL3	ELOVL4	1
ACSL3	ELOVL5	1
ACSL3	ELOVL6	1
ACSL3	ELOVL7	1
ACSL3	ENPP1	1
ACSL3	ENTPD1	1
ACSL3	ENTPD3	1
ACSL3	ENTPD8	1
ACSL3	ERBB2	1
ACSL3	EVC2	1
ACSL3	FADS2	1
ACSL3	FAR1	1
ACSL3	FAR2	1
ACSL3	FASN	1
ACSL3	G6PD	1
ACSL3	GCAT	1
ACSL3	GLYAT	1
ACSL3	GLYCTK	1
ACSL3	GMPS	1
ACSL3	GNAT2	1
ACSL3	GNPAT	1
ACSL3	GPAM	1
ACSL3	GPAT2	1
ACSL3	GPAT3	1
ACSL3	GPAT4	1
ACSL3	GPD2	1
ACSL3	GPI	1
ACSL3	HADH	1
ACSL3	HADHB	1
ACSL3	HIPK4	1
ACSL3	HSD17B4	1
ACSL3	IDH1	1
ACSL3	IDH2	1
ACSL3	ISYNA1	1
ACSL3	ITPA	1
ACSL3	KIF11	1
ACSL3	KIF20B	1
ACSL3	LCLAT1	1
ACSL3	LEFTY1	1
ACSL3	LPCAT3	1
ACSL3	LPCAT4	1
ACSL3	LYN	1
ACSL3	MAPK4	1
ACSL3	MARK1	1
ACSL3	MBOAT1	1
ACSL3	MBOAT2	1
ACSL3	MBOAT7	1
ACSL3	MCAT	1
ACSL3	MCCC1	1
ACSL3	MCCC2	1
ACSL3	MCM2	1
ACSL3	MECR	1
ACSL3	MRPL10	1
ACSL3	MTHFD1	1
ACSL3	MYO5B	1
ACSL3	NAGS	1
ACSL3	NDRG1	1
ACSL3	NME1	1
ACSL3	NME1-NME2	1
ACSL3	NME2	1
ACSL3	NME3	1
ACSL3	NME4	1
ACSL3	NME5	1
ACSL3	NME6	1
ACSL3	NME7	1
ACSL3	NTRK1	1
ACSL3	NUDT12	1
ACSL3	OBSL1	1
ACSL3	OGDH	1
ACSL3	PANK1	1
ACSL3	PANK2	1
ACSL3	PANK3	1
ACSL3	PANK4	1
ACSL3	PDHA1	1
ACSL3	PDHA2	1
ACSL3	PDHB	1
ACSL3	PDHX	1
ACSL3	PECR	1
ACSL3	PFKL	1
ACSL3	PFKM	1
ACSL3	PFKP	1
ACSL3	PGM1	1
ACSL3	PGM2	1
ACSL3	PIGW	1
ACSL3	PKLR	1
ACSL3	PKM	1
ACSL3	PPARD	1
ACSL3	PPCDC	1
ACSL3	PPP6R1	1
ACSL3	PPP6R2	1
ACSL3	PTGS1	1
ACSL3	PTGS2	1
ACSL3	PYCR1	1
ACSL3	PYCR2	1
ACSL3	PYCRL	1
ACSL3	REEP5	1
ACSL3	RRM1	1
ACSL3	RRM2	1
ACSL3	RRM2B	1
ACSL3	RXRA	1
ACSL3	SCD	1
ACSL3	SCD5	1
ACSL3	SCP2	1
ACSL3	SIRT7	1
ACSL3	SKA1	1
ACSL3	SLC25A16	1
ACSL3	SLC27A2	1
ACSL3	SLC27A3	1
ACSL3	SLC27A4	1
ACSL3	SLC27A5	1
ACSL3	SLC27A6	1
ACSL3	SPG20	1
ACSL3	SPR	1
ACSL3	SPTLC1	1
ACSL3	SPTLC2	1
ACSL3	SPTLC3	1
ACSL3	SPTSSA	1
ACSL3	STAU1	1
ACSL3	SUCLA2	1
ACSL3	SUCLG1	1
ACSL3	SUCLG2	1
ACSL3	TCHP	1
ACSL3	TCTN2	1
ACSL3	TCTN3	1
ACSL3	TIGD6	1
ACSL3	TMEM17	1
ACSL3	TMEM173	1
ACSL3	TMEM216	1
ACSL3	TUBA8	1
ACSL3	VIM	1
ACSL3	YES1	1
ACSL3	ZDHHC2	1
ACSL3	ZDHHC21	1
ACSL3	ZDHHC8	1
ACSL4	AACS	1
ACSL4	AASDHPPT	1
ACSL4	ABHD5	1
ACSL4	ACAA1	1
ACSL4	ACAA2	1
ACSL4	ACADL	1
ACSL4	ACADM	1
ACSL4	ACADS	1
ACSL4	ACADSB	1
ACSL4	ACADVL	1
ACSL4	ACAT1	1
ACSL4	ACAT2	1
ACSL4	ACLY	1
ACSL4	ACOT12	1
ACSL4	ACOT2	1
ACSL4	ACOT4	1
ACSL4	ACOT6	1
ACSL4	ACOT7	1
ACSL4	ACOT8	1
ACSL4	ACOX1	1
ACSL4	ACOX2	1
ACSL4	ACOX3	1
ACSL4	ACP2	1
ACSL4	ACP5	1
ACSL4	ACP6	1
ACSL4	ACPP	1
ACSL4	ACSBG2	1
ACSL4	ACSL1	1
ACSL4	ACSL3	1
ACSL4	ACSL5	1
ACSL4	ACSM1	1
ACSL4	ACSM5	1
ACSL4	ACSS1	1
ACSL4	ACSS2	1
ACSL4	ADH1A	1
ACSL4	ADH1B	1
ACSL4	ADH1C	1
ACSL4	ADH4	1
ACSL4	ADH5	1
ACSL4	ADH6	1
ACSL4	ADH7	1
ACSL4	AGPAT1	1
ACSL4	AGPAT2	1
ACSL4	AGPAT3	1
ACSL4	AGPAT4	1
ACSL4	AGPAT5	1
ACSL4	AKR1B10	1
ACSL4	ALDH1A3	1
ACSL4	ALDH1B1	1
ACSL4	ALDH2	1
ACSL4	ALDH3A1	1
ACSL4	ALDH3A2	1
ACSL4	ALDH3B1	1
ACSL4	ALDH3B2	1
ACSL4	ALDH6A1	1
ACSL4	ALDH7A1	1
ACSL4	ALDOB	1
ACSL4	ALDOC	1
ACSL4	ALOX12	1
ACSL4	ALOX12B	1
ACSL4	ALOX15	1
ACSL4	ALOX15B	1
ACSL4	ALOX5	1
ACSL4	ALPI	1
ACSL4	ALPL	1
ACSL4	ALPP	1
ACSL4	ALPPL2	1
ACSL4	AMACR	1
ACSL4	AOX1	1
ACSL4	APP	1
ACSL4	APRT	1
ACSL4	ASAH1	1
ACSL4	ASNS	1
ACSL4	AWAT1	1
ACSL4	AWAT2	1
ACSL4	BAAT	1
ACSL4	BCKDHA	1
ACSL4	BCKDHB	1
ACSL4	BRF1	1
ACSL4	C21orf2	1
ACSL4	CARNS1	1
ACSL4	CDS1	1
ACSL4	CERS1	1
ACSL4	CES5A	1
ACSL4	CHAT	1
ACSL4	CHEBI:15346	1
ACSL4	CHEBI:15514	1
ACSL4	CHEBI:15525	1
ACSL4	CHEBI:15756	1
ACSL4	CHEBI:18361	1
ACSL4	CHEBI:28364	1
ACSL4	CHEBI:29888	1
ACSL4	CHEBI:30245	1
ACSL4	CHEBI:32366	1
ACSL4	CHEBI:32372	1
ACSL4	CHEBI:32387	1
ACSL4	CHEBI:32395	1
ACSL4	CHEBI:33184	1
ACSL4	CHEBI:42504	1
ACSL4	CHEBI:51985	1
ACSL4	CHEBI:57287	1
ACSL4	CHEBI:57368	1
ACSL4	CHEBI:57379	1
ACSL4	CHEBI:57383	1
ACSL4	CHEBI:57386	1
ACSL4	CHEBI:57387	1
ACSL4	CHEBI:58280	1
ACSL4	CHEBI:61540	1
ACSL4	CHEBI:61548	1
ACSL4	CHEBI:71626	1
ACSL4	CHEBI:73862	1
ACSL4	CHEBI:74128	1
ACSL4	CHEBI:74397	1
ACSL4	CHEBI:77366	1
ACSL4	CHEBI:78357	1
ACSL4	CMAS	1
ACSL4	COASY	1
ACSL4	COQ2	1
ACSL4	CPT1A	1
ACSL4	CPT1B	1
ACSL4	CPT1C	1
ACSL4	CPT2	1
ACSL4	CRAT	1
ACSL4	CROT	1
ACSL4	CYP1A2	1
ACSL4	CYP1B1	1
ACSL4	CYP2A13	1
ACSL4	CYP2A6	1
ACSL4	CYP2B6	1
ACSL4	CYP2C18	1
ACSL4	CYP2C9	1
ACSL4	CYP2D6	1
ACSL4	CYP2E1	1
ACSL4	CYP2F1	1
ACSL4	CYP2J2	1
ACSL4	CYP2S1	1
ACSL4	CYP3A4	1
ACSL4	CYP3A43	1
ACSL4	CYP3A7	1
ACSL4	CYP4B1	1
ACSL4	CYP4F11	1
ACSL4	CYP4F12	1
ACSL4	CYP4F2	1
ACSL4	CYP4F22	1
ACSL4	CYP4F3	1
ACSL4	CYP4F8	1
ACSL4	CYP4X1	1
ACSL4	CYP4Z1	1
ACSL4	DBT	1
ACSL4	DERL1	1
ACSL4	DHRS4	1
ACSL4	DLAT	1
ACSL4	DLD	1
ACSL4	DLST	1
ACSL4	DSE	1
ACSL4	ECHS1	1
ACSL4	EDEM1	1
ACSL4	EHHADH	1
ACSL4	EID3	1
ACSL4	ELAVL1	1
ACSL4	ELOVL1	1
ACSL4	ELOVL2	1
ACSL4	ELOVL3	1
ACSL4	ELOVL4	1
ACSL4	ELOVL5	1
ACSL4	ELOVL6	1
ACSL4	ENPP1	1
ACSL4	ENTPD1	1
ACSL4	ENTPD3	1
ACSL4	ENTPD8	1
ACSL4	FADS2	1
ACSL4	FAR1	1
ACSL4	FAR2	1
ACSL4	FASN	1
ACSL4	FDFT1	1
ACSL4	FOXA3	1
ACSL4	FOXI2	1
ACSL4	FOXJ1	1
ACSL4	FOXL2	1
ACSL4	FOXQ1	1
ACSL4	G6PD	1
ACSL4	GCAT	1
ACSL4	GLYAT	1
ACSL4	GLYCTK	1
ACSL4	GMPPB	1
ACSL4	GMPS	1
ACSL4	GNAT2	1
ACSL4	GNPAT	1
ACSL4	GPAM	1
ACSL4	GPAT2	1
ACSL4	GPAT3	1
ACSL4	GPAT4	1
ACSL4	GPD2	1
ACSL4	GPI	1
ACSL4	HADH	1
ACSL4	HADHB	1
ACSL4	HECW2	1
ACSL4	HIBCH	1
ACSL4	HNRNPD	1
ACSL4	HPRT1	1
ACSL4	HSD17B4	1
ACSL4	IDH1	1
ACSL4	IDH2	1
ACSL4	ISYNA1	1
ACSL4	ITPA	1
ACSL4	JMJD7-PLA2G4B	1
ACSL4	LCLAT1	1
ACSL4	LEFTY1	1
ACSL4	LPCAT2	1
ACSL4	LPCAT3	1
ACSL4	LPCAT4	1
ACSL4	MARK1	1
ACSL4	MBOAT1	1
ACSL4	MBOAT2	1
ACSL4	MBOAT7	1
ACSL4	MCAT	1
ACSL4	MCCC1	1
ACSL4	MCCC2	1
ACSL4	MECR	1
ACSL4	MINOS1	1
ACSL4	MRPL10	1
ACSL4	MRPS15	1
ACSL4	MYO5B	1
ACSL4	NADSYN1	1
ACSL4	NAGS	1
ACSL4	NAMPT	1
ACSL4	NAPRT	1
ACSL4	NME1	1
ACSL4	NME1-NME2	1
ACSL4	NME2	1
ACSL4	NME3	1
ACSL4	NME4	1
ACSL4	NME5	1
ACSL4	NME6	1
ACSL4	NME7	1
ACSL4	NMNAT3	1
ACSL4	NMT1	1
ACSL4	NUDT12	1
ACSL4	OGDH	1
ACSL4	OGDHL	1
ACSL4	PAFAH2	1
ACSL4	PANK1	1
ACSL4	PANK2	1
ACSL4	PANK3	1
ACSL4	PANK4	1
ACSL4	PAPOLA	1
ACSL4	PARK2	1
ACSL4	PCYT1A	1
ACSL4	PCYT2	1
ACSL4	PDHA1	1
ACSL4	PDHA2	1
ACSL4	PDHB	1
ACSL4	PDHX	1
ACSL4	PECR	1
ACSL4	PFKL	1
ACSL4	PFKM	1
